snapshot_date,isbn_code,rank,leaderboard_jump
2026-09-06,9788820086626,1,100
2026-09-06,9788836232635,2,99
2026-09-06,9788858059661,3,98
2026-09-06,9791259576521,4,97
2026-09-06,9791224208396,5,96
2026-09-06,9788822786432,6,95
2026-09-06,9788804776895,7,94
2026-09-06,9788822780195,8,93
2026-09-06,9788836232567,9,92
2026-09-06,9788822787781,10,91
2026-09-06,9788822773876,11,90
2026-09-06,9788822773913,12,89
2026-09-06,9788822780300,13,88
2026-09-06,9791224206385,14,87
2026-09-06,9788836232581,15,86
2026-09-06,9788836232598,16,85
2026-09-06,9788807037351,17,84
2026-09-06,9788822784919,18,83
2026-09-06,9788822783790,19,82
2026-09-06,9788822776938,20,81
2026-09-06,9788822784926,21,80
2026-09-06,9788891847560,22,79
2026-09-06,9791256240357,23,78
2026-09-06,9788804801832,24,77
2026-09-06,9788822787149,25,76
2026-09-06,9788842935759,26,75
2026-09-06,9788845925023,27,74
2026-09-06,9788863114126,28,73
2026-09-06,9788822781253,29,72
2026-09-06,9788822781277,30,71
2026-09-06,9788822783806,31,70
2026-09-06,9788850241910,32,69
2026-09-06,9788863113594,33,68
2026-09-06,9788806274504,34,67
2026-09-06,9788822796004,35,66
2026-09-06,9788863113495,36,65
2026-09-06,9791224208433,37,64
2026-09-06,9791224209348,38,63
2026-09-06,9788806271978,39,62
2026-09-06,9788807037139,40,61
2026-09-06,9788822780201,41,60
2026-09-06,9788822796585,42,59
2026-09-06,9788863114430,43,58
2026-09-06,9788863115260,44,57
2026-09-06,9791224201434,45,56
2026-09-06,9791224201458,46,55
2026-09-06,9791282577007,47,54
2026-09-06,2000000163406,48,53
2026-09-06,9788806225186,49,52
2026-09-06,9788822773920,50,51
2026-09-06,9788822776952,51,50
2026-09-06,9788822783967,52,49
2026-09-06,9788822784896,53,48
2026-09-06,9788822794338,54,47
2026-09-06,9788829608959,55,46
2026-09-06,9788831743006,56,45
2026-09-06,9788836232604,57,44
2026-09-06,9788863113457,58,43
2026-09-06,9788863113471,59,42
2026-09-06,9788863114928,60,41
2026-09-06,9788891846457,61,40
2026-09-06,9791221952919,62,39
2026-09-06,9791224203162,63,38
2026-09-06,9791224204008,64,37
2026-09-06,9791224204046,65,36
2026-09-06,9791224205074,66,35
2026-09-06,2000000163277,67,34
2026-09-06,2000000163499,68,33
2026-09-06,9788804796749,69,32
2026-09-06,9788808599049,70,31
2026-09-06,9788822773906,71,30
2026-09-06,9788822780188,72,29
2026-09-06,9788822783387,73,28
2026-09-06,9788822783974,74,27
2026-09-06,9788822793669,75,26
2026-09-06,9788822796028,76,25
2026-09-06,9788823536104,77,24
2026-09-06,9788838949968,78,23
2026-09-06,9788845923326,79,22
2026-09-06,9788845926983,80,21
2026-09-06,9788863113747,81,20
2026-09-06,9788863114348,82,19
2026-09-06,9788863115130,83,18
2026-09-06,9788869800825,84,17
2026-09-06,9791223209790,85,16
2026-09-06,9788804807278,86,15
2026-09-06,9788806244583,87,14
2026-09-06,9788807897450,88,13
2026-09-06,9788807901874,89,12
2026-09-06,9788807970078,90,11
2026-09-06,9788817183499,91,10
2026-09-06,9788822776921,92,9
2026-09-06,9788822786333,93,8
2026-09-06,9788838929120,94,7
2026-09-06,9788845277078,95,6
2026-09-06,9788845927867,96,5
2026-09-06,9788863114409,97,4
2026-09-06,9791221934892,98,3
2026-09-06,9791224201403,99,2
2026-09-06,9791224205302,100,1
