snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-15,9798219072109,62.0,58.9,5.0,,0.0,58.9,5.0
2026-09-15,9791259576521,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-15,9791259578839,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-15,9791259856265,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-15,9791281656383,20.0,19.0,5.0,19.0,0.0,19.0,5.0
2026-09-15,9791281724785,20.0,19.0,5.0,,0.0,19.0,5.0
2026-09-15,9788800750608,33.6,31.92,5.0,,0.0,31.92,5.0
2026-09-15,9788804729044,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-15,9788804771135,30.0,28.5,5.0,,0.0,28.5,5.0
2026-09-15,9788804776666,35.0,33.25,5.0,33.25,0.0,33.25,5.0
2026-09-15,9788804776895,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-15,9788804798675,18.5,17.58,5.0,17.58,0.0,17.58,5.0
2026-09-15,9788804800934,18.0,17.1,5.0,,0.0,17.1,5.0
2026-09-15,9788804807278,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-15,9788804813163,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-15,9788804815099,18.0,17.1,5.0,,0.0,17.1,5.0
2026-09-15,9788804817680,19.0,18.05,5.0,,0.0,18.05,5.0
2026-09-15,9788804819967,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-15,9788804819974,28.0,26.6,5.0,,0.0,26.6,5.0
2026-09-15,9788806156756,19.0,18.05,5.0,,0.0,18.05,5.0
2026-09-15,9788806216467,15.0,14.25,5.0,14.25,0.0,14.25,5.0
2026-09-15,9788806225186,16.0,15.2,5.0,15.2,0.0,15.2,5.0
2026-09-15,9788806242572,17.0,16.15,5.0,,0.0,16.15,5.0
2026-09-15,9788806256340,22.5,21.38,5.0,21.38,0.0,21.38,5.0
2026-09-15,9788806262877,17.0,16.15,5.0,16.15,0.0,16.15,5.0
2026-09-15,9788806265175,19.5,18.52,5.0,,0.0,18.52,5.0
2026-09-15,9788806272555,17.0,16.15,5.0,16.15,0.0,16.15,5.0
2026-09-15,9788806273361,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-15,9788806274504,12.0,11.4,5.0,11.4,0.0,11.4,5.0
2026-09-15,9788807037139,20.0,19.0,5.0,19.0,0.0,19.0,5.0
2026-09-15,9788807037191,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-15,9788807037351,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-15,9788807901874,9.0,8.55,5.0,8.55,0.0,8.55,5.0
2026-09-15,9788808599056,81.1,77.04,5.0,,0.0,77.04,5.0
2026-09-15,9788815298492,30.0,28.5,5.0,,0.0,28.5,5.0
2026-09-15,9788815383457,28.0,26.6,5.0,,0.0,26.6,5.0
2026-09-15,9788815397225,47.0,44.65,5.0,,0.0,44.65,5.0
2026-09-15,9788815397232,34.0,32.3,5.0,,0.0,32.3,5.0
2026-09-15,9788820084790,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-15,9788820086626,21.0,19.95,5.0,19.95,0.0,19.95,5.0
2026-09-15,9788822762405,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822783387,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822783929,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822783967,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822783974,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822787149,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822788252,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822788276,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822788283,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822788290,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822788313,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-15,9788822799494,3.9,3.7,5.0,,0.0,3.7,5.0
2026-09-15,9788823536104,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-15,9788826610931,2.9,2.76,5.0,2.76,0.0,2.76,5.0
2026-09-15,9788829608492,14.9,14.16,5.0,,0.0,14.16,5.0
2026-09-15,9788829608959,14.9,14.16,5.0,14.16,0.0,14.16,5.0
