snapshot_date,isbn_code,discount_difference_1,discount_difference_2,discount,rank,rank_difference
2026-09-22,9791259577115,,,5.0,1,100
2026-09-22,9791221109450,,,5.0,18,83
2026-09-22,9791221110623,0.0,0.0,5.0,19,81
2026-09-22,9788813380939,,,5.0,26,75
2026-09-22,9788818030396,,,5.0,27,74
2026-09-22,9788804813163,0.0,0.0,5.0,22,74
2026-09-22,9788845901843,,,5.0,34,67
2026-09-22,9788879599351,,,5.0,38,63
2026-09-22,9788806271978,0.0,0.0,5.0,23,60
2026-09-22,9791256081608,,,,42,59
2026-09-22,9788863114409,0.0,10.0,50.0,37,58
2026-09-22,9788849553918,0.0,,5.0,16,54
2026-09-22,9788836021833,0.0,,5.0,32,51
2026-09-22,9788834947760,,,5.0,55,46
2026-09-22,9788822783387,0.0,0.0,5.0,50,45
2026-09-22,9788817200646,0.0,,5.0,48,43
2026-09-22,9788845933950,,,5.0,58,43
2026-09-22,9788813389192,0.0,0.0,5.0,47,42
2026-09-22,9788892140257,,,5.0,59,42
2026-09-22,9791221114454,,,5.0,60,41
2026-09-22,9788823536104,0.0,0.0,5.0,14,37
2026-09-22,9788822787149,0.0,0.0,5.0,13,37
2026-09-22,9788849561067,0.0,,5.0,35,36
2026-09-22,9791255751472,,,5.0,66,35
2026-09-22,9788808599056,0.0,0.0,5.0,12,35
2026-09-22,9788807901874,0.0,0.0,5.0,25,33
2026-09-22,9788806197599,,,5.0,71,30
2026-09-22,9791259576521,0.0,0.0,5.0,11,29
2026-09-22,9788836232598,0.0,0.0,5.0,56,29
2026-09-22,9788858059661,0.0,0.0,5.0,36,28
2026-09-22,9788807037375,0.0,,5.0,46,25
2026-09-22,9791221952919,0.0,0.0,5.0,8,24
2026-09-22,9788820081157,,,5.0,78,23
2026-09-22,9788830154988,0.0,0.0,5.0,31,23
2026-09-22,9788829608959,0.0,0.0,5.0,30,23
2026-09-22,9788820081560,,,5.0,79,22
2026-09-22,9788822799555,,,5.0,80,21
2026-09-22,9788858045473,0.0,0.0,5.0,17,20
2026-09-22,9791221120059,0.0,,5.0,40,20
2026-09-22,9788828878391,0.0,0.0,5.0,83,16
2026-09-22,9788833316659,,,20.0,86,15
2026-09-22,9791221958423,0.0,,5.0,64,15
2026-09-22,9788836021871,,,5.0,87,14
2026-09-22,9788820084745,0.0,0.0,5.0,49,13
2026-09-22,9788807037351,0.0,0.0,5.0,7,13
2026-09-22,9788828869269,0.0,0.0,5.0,2,11
2026-09-22,9788829790135,0.0,0.0,5.0,15,9
2026-09-22,9788804806448,0.0,0.0,5.0,69,9
2026-09-22,9788828220138,0.0,0.0,5.0,28,7
2026-09-22,9788829608492,0.0,0.0,5.0,29,6
2026-09-22,9791221934892,0.0,0.0,5.0,10,6
2026-09-22,9788891931870,,,5.0,95,6
2026-09-22,9788838950353,0.0,0.0,5.0,33,5
2026-09-22,9788899793920,,,20.0,96,5
2026-09-22,9791221114461,,,5.0,98,3
2026-09-22,2000000163642,,,,68,3
2026-09-22,9788830465015,0.0,0.0,5.0,54,1
2026-09-22,9791221121599,,,5.0,100,1
2026-09-22,9788826610931,0.0,0.0,5.0,52,0
2026-09-22,9791259856265,0.0,0.0,5.0,3,0
2026-09-22,9788859826910,0.0,,5.0,94,0
2026-09-22,9788828878919,0.0,,5.0,84,-1
2026-09-22,9788807037139,0.0,0.0,5.0,45,-2
2026-09-22,9788820086626,0.0,0.0,5.0,6,-2
2026-09-22,9788822783974,0.0,0.0,5.0,51,-2
2026-09-22,9788804817185,0.0,0.0,5.0,4,-3
2026-09-22,9788891847560,0.0,0.0,5.0,5,-3
2026-09-22,9791256240357,0.0,0.0,5.0,20,-3
2026-09-22,9788845925023,0.0,0.0,5.0,9,-4
2026-09-22,2000000163406,,,,44,-7
2026-09-22,9788807037191,0.0,0.0,5.0,24,-13
2026-09-22,9788804776895,0.0,0.0,5.0,21,-13
2026-09-22,9791255721765,0.0,,5.0,65,-14
2026-09-22,9788823536708,0.0,,20.0,81,-17
2026-09-22,9788807900310,0.0,0.0,5.0,74,-17
2026-09-22,9788845923326,0.0,0.0,5.0,89,-18
2026-09-22,9791221121209,0.0,0.0,5.0,62,-18
2026-09-22,9788838950308,0.0,,5.0,57,-19
2026-09-22,9791221120981,0.0,,5.0,99,-19
2026-09-22,9788807900617,0.0,,5.0,75,-24
2026-09-22,9788845912542,0.0,,5.0,88,-25
2026-09-22,9788828878469,0.0,,5.0,53,-25
2026-09-22,2000000163277,,,,43,-25
2026-09-22,9791221957266,0.0,0.0,5.0,41,-29
2026-09-22,9791221109894,0.0,0.0,5.0,39,-29
2026-09-22,9788817188708,0.0,0.0,5.0,77,-31
2026-09-22,9788806225186,0.0,0.0,5.0,72,-32
2026-09-22,9791257910594,0.0,0.0,5.0,67,-32
2026-09-22,9791221208870,0.0,0.0,5.0,63,-32
2026-09-22,9788845941061,0.0,0.0,5.0,91,-44
2026-09-22,9791221120066,0.0,0.0,5.0,61,-50
2026-09-22,9788811016496,0.0,,5.0,76,-50
2026-09-22,9788804807278,0.0,0.0,5.0,70,-51
2026-09-22,9788850241910,0.0,0.0,5.0,93,-54
2026-09-22,9791221110470,0.0,0.0,5.0,97,-59
2026-09-22,9788828220145,0.0,,5.0,82,-61
2026-09-22,9788850223039,0.0,,5.0,92,-64
2026-09-22,9788807897450,0.0,0.0,5.0,73,-65
2026-09-22,9788829608935,0.0,0.0,5.0,85,-71
2026-09-22,9788845934018,0.0,0.0,5.0,90,-81
