snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-23,9791259856265,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-23,9791259576521,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-23,9791259577115,16.9,16.06,5.0,16.06,0.0,16.06,5.0
2026-09-23,9791259578839,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-23,9788804776895,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-23,9788804783497,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-23,9788804797036,13.5,12.82,5.0,,0.0,12.82,5.0
2026-09-23,9788804801832,18.5,17.58,5.0,17.58,0.0,17.58,5.0
2026-09-23,9788804817185,25.0,23.75,5.0,23.75,0.0,23.75,5.0
2026-09-23,9788806244583,14.0,13.3,5.0,13.3,0.0,13.3,5.0
2026-09-23,9788806271930,16.0,15.2,5.0,,0.0,15.2,5.0
2026-09-23,9788806271978,17.5,16.62,5.0,16.62,0.0,16.62,5.0
2026-09-23,9788807037191,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-23,9788807037351,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-23,9788807900310,7.0,6.65,5.0,6.65,0.0,6.65,5.0
2026-09-23,9788807900730,10.0,9.5,5.0,,0.0,9.5,5.0
2026-09-23,9788807900815,9.0,8.55,5.0,8.55,0.0,8.55,5.0
2026-09-23,9788807901874,9.0,8.55,5.0,8.55,0.0,8.55,5.0
2026-09-23,9788807903816,11.0,10.45,5.0,10.45,0.0,10.45,5.0
2026-09-23,9788807970078,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-23,9788808599056,81.1,77.04,5.0,77.04,0.0,77.04,5.0
2026-09-23,9788811020592,18.0,17.1,5.0,,0.0,17.1,5.0
2026-09-23,9788815389817,56.0,53.2,5.0,53.2,0.0,53.2,5.0
2026-09-23,9788815397218,45.0,42.75,5.0,42.75,0.0,42.75,5.0
2026-09-23,9788815397225,47.0,44.65,5.0,44.65,0.0,44.65,5.0
2026-09-23,9788815397232,34.0,32.3,5.0,32.3,0.0,32.3,5.0
2026-09-23,9788817070515,22.0,20.9,5.0,,0.0,20.9,5.0
2026-09-23,9788817200097,17.0,16.15,5.0,,0.0,16.15,5.0
2026-09-23,9788820075453,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-23,9788820077723,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-23,9788820077730,17.9,17.0,5.0,,0.0,17.0,5.0
2026-09-23,9788820086626,21.0,19.95,5.0,19.95,0.0,19.95,5.0
2026-09-23,9788820510077,62.0,58.9,5.0,,0.0,58.9,5.0
2026-09-23,9788822783387,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788822783967,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788822783974,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788822786333,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788822787149,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788822788351,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788822796257,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-23,9788823536104,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-23,9788828869269,72.0,68.4,5.0,68.4,0.0,68.4,5.0
2026-09-23,9788828878391,60.0,57.0,5.0,57.0,0.0,57.0,5.0
2026-09-23,9788828878919,30.0,28.5,5.0,28.5,0.0,28.5,5.0
2026-09-23,9788829608492,14.9,14.16,5.0,14.16,0.0,14.16,5.0
