snapshot_date,isbn_code,discount_difference_1,discount_difference_2,discount,rank,rank_difference
2026-09-18,9788807037696,,,5.0,11,90
2026-09-18,9788850241910,0.0,0.0,5.0,10,79
2026-09-18,9788828878469,,,5.0,28,73
2026-09-18,9788828220138,0.0,,5.0,12,68
2026-09-18,9788893442411,,,5.0,42,59
2026-09-18,9788804784920,,,5.0,47,54
2026-09-18,9788820077334,0.0,,5.0,35,53
2026-09-18,9791256240357,0.0,0.0,5.0,15,50
2026-09-18,9788845277634,0.0,0.0,5.0,39,49
2026-09-18,9788858333037,,,5.0,60,41
2026-09-18,9791221952919,0.0,0.0,5.0,1,40
2026-09-18,9788865210208,,,5.0,61,40
2026-09-18,9788822783387,0.0,0.0,5.0,9,39
2026-09-18,9788806216467,0.0,0.0,5.0,32,38
2026-09-18,9788804817185,0.0,0.0,5.0,6,36
2026-09-18,9788838950353,0.0,0.0,5.0,20,34
2026-09-18,9791259576521,0.0,0.0,5.0,30,32
2026-09-18,9788845923326,0.0,0.0,5.0,25,31
2026-09-18,9788858059661,0.0,0.0,5.0,59,31
2026-09-18,9788807902581,,,5.0,71,30
2026-09-18,9788804796749,0.0,0.0,5.0,48,30
2026-09-18,9788814174223,,,5.0,72,29
2026-09-18,9788807037191,0.0,0.0,5.0,17,29
2026-09-18,9788815389817,,,5.0,73,28
2026-09-18,9788815397249,,,5.0,74,27
2026-09-18,9788822787149,0.0,0.0,5.0,22,27
2026-09-18,9788822636775,,,5.0,75,26
2026-09-18,9788831743006,0.0,0.0,5.0,29,26
2026-09-18,9788806271978,0.0,0.0,5.0,50,25
2026-09-18,9788804815099,0.0,,5.0,67,24
2026-09-18,9788822797025,,,5.0,77,24
2026-09-18,9788828777984,,,5.0,80,21
2026-09-18,9788828878391,,,5.0,81,20
2026-09-18,9788828878919,,,5.0,83,18
2026-09-18,9791221121209,0.0,0.0,5.0,44,17
2026-09-18,9788804776666,0.0,0.0,5.0,27,17
2026-09-18,9788822783974,0.0,0.0,5.0,21,16
2026-09-18,9788845925023,0.0,0.0,5.0,40,15
2026-09-18,9788806225186,0.0,0.0,5.0,8,15
2026-09-18,9788830154988,0.0,,5.0,37,14
2026-09-18,9788822663870,0.0,,5.0,76,14
2026-09-18,9788831498258,,,5.0,87,14
2026-09-18,9788834946992,,,5.0,89,12
2026-09-18,9788829608959,0.0,0.0,5.0,19,10
2026-09-18,9788830105874,0.0,,5.0,86,10
2026-09-18,9788838949968,0.0,0.0,5.0,24,10
2026-09-18,9788838935688,0.0,0.0,5.0,58,9
2026-09-18,9788850247639,,,5.0,93,8
2026-09-18,9788850339747,,,5.0,94,7
2026-09-18,9788804820246,0.0,,5.0,49,7
2026-09-18,9788863113587,,,50.0,96,5
2026-09-18,9788829790135,0.0,0.0,5.0,3,3
2026-09-18,9788892111134,,,5.0,98,3
2026-09-18,9788806270995,0.0,,5.0,69,1
2026-09-18,9791259856265,0.0,0.0,5.0,4,1
2026-09-18,9788820086626,0.0,0.0,5.0,2,1
2026-09-18,9788829608492,0.0,0.0,5.0,7,0
2026-09-18,9788845906862,0.0,,5.0,90,-1
2026-09-18,9788891847560,0.0,0.0,5.0,5,-1
2026-09-18,9788804776895,0.0,0.0,5.0,16,-1
2026-09-18,9791224206385,0.0,0.0,5.0,14,-2
2026-09-18,9788845926983,0.0,0.0,5.0,41,-2
2026-09-18,9788845934018,0.0,0.0,5.0,91,-3
2026-09-18,9788829711642,0.0,,5.0,85,-3
2026-09-18,9791221106381,0.0,0.0,5.0,99,-3
2026-09-18,9788838625596,0.0,0.0,5.0,57,-4
2026-09-18,2000000163277,,,,26,-5
2026-09-18,9788836232635,0.0,0.0,5.0,38,-5
2026-09-18,9788815397225,0.0,0.0,5.0,18,-8
2026-09-18,9788822783967,0.0,0.0,5.0,36,-10
2026-09-18,9788807037351,0.0,0.0,5.0,34,-10
2026-09-18,9788830465015,0.0,,5.0,13,-12
2026-09-18,9791221957266,0.0,0.0,5.0,46,-13
2026-09-18,9788807037139,0.0,0.0,5.0,33,-14
2026-09-18,9788828869269,0.0,0.0,5.0,23,-15
2026-09-18,2000000163499,,,,31,-18
2026-09-18,9791223209790,0.0,0.0,5.0,62,-20
2026-09-18,9788855059176,0.0,,20.0,95,-21
2026-09-18,9788845934599,0.0,,5.0,92,-23
2026-09-18,9791221115741,0.0,,5.0,43,-23
2026-09-18,9788863113594,0.0,0.0,50.0,97,-24
2026-09-18,9788826610931,0.0,0.0,5.0,54,-26
2026-09-18,9788822786333,0.0,0.0,5.0,53,-26
2026-09-18,9781265144913,0.0,,5.0,65,-26
2026-09-18,9788828878414,0.0,,5.0,82,-32
2026-09-18,9791280495600,0.0,0.0,5.0,64,-37
2026-09-18,9788815397218,0.0,0.0,5.0,52,-38
2026-09-18,9788828219316,0.0,0.0,5.0,55,-39
2026-09-18,9788836232567,0.0,0.0,5.0,56,-39
2026-09-18,9791221110623,0.0,0.0,5.0,100,-41
2026-09-18,9788807901874,0.0,0.0,5.0,51,-41
2026-09-18,9791221904673,0.0,,5.0,45,-43
2026-09-18,9791224205074,0.0,0.0,5.0,63,-44
2026-09-18,9788806274146,0.0,,5.0,70,-46
2026-09-18,9788804819967,0.0,0.0,5.0,68,-46
2026-09-18,9788804813163,0.0,0.0,5.0,66,-47
2026-09-18,9788828756323,0.0,,5.0,79,-51
2026-09-18,9788834845783,0.0,0.0,5.0,88,-65
2026-09-18,9788823536104,0.0,0.0,5.0,78,-67
2026-09-18,9788829608935,0.0,0.0,5.0,84,-76
