snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-08,9791282435147,19.9,18.9,5.0,,0.0,18.9,5.0
2026-09-08,9791259576521,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-08,9791259578839,14.9,14.16,5.0,,0.0,14.16,5.0
2026-09-08,9791259678829,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-08,9788800500876,14.5,13.78,5.0,,0.0,13.78,5.0
2026-09-08,9788804732495,14.5,13.78,5.0,,0.0,13.78,5.0
2026-09-08,9788804776895,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-08,9788804798675,18.5,17.58,5.0,,0.0,17.58,5.0
2026-09-08,9788804801832,18.5,17.58,5.0,17.58,0.0,17.58,5.0
2026-09-08,9788804807117,15.0,14.25,5.0,,0.0,14.25,5.0
2026-09-08,9788804807124,17.0,16.15,5.0,,0.0,16.15,5.0
2026-09-08,9788804807131,18.0,17.1,5.0,,0.0,17.1,5.0
2026-09-08,9788804807278,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-08,9788804819967,22.0,20.9,5.0,,0.0,20.9,5.0
2026-09-08,9788806256340,22.5,21.38,5.0,21.38,0.0,21.38,5.0
2026-09-08,9788806266448,19.5,18.52,5.0,,0.0,18.52,5.0
2026-09-08,9788806271305,17.5,16.62,5.0,,0.0,16.62,5.0
2026-09-08,9788806271510,20.0,19.0,5.0,,0.0,19.0,5.0
2026-09-08,9788806271978,17.5,16.62,5.0,16.62,0.0,16.62,5.0
2026-09-08,9788807037139,20.0,19.0,5.0,19.0,0.0,19.0,5.0
2026-09-08,9788807037191,19.0,18.05,5.0,,0.0,18.05,5.0
2026-09-08,9788807037351,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-08,9788807092176,12.0,11.4,5.0,,0.0,11.4,5.0
2026-09-08,9788807897450,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-08,9788807900143,12.0,11.4,5.0,,0.0,11.4,5.0
2026-09-08,9788807900310,7.0,6.65,5.0,,0.0,6.65,5.0
2026-09-08,9788807900815,9.0,8.55,5.0,,0.0,8.55,5.0
2026-09-08,9788807901874,9.0,8.55,5.0,8.55,0.0,8.55,5.0
2026-09-08,9788807970078,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-08,9788808599049,49.7,47.22,5.0,47.22,0.0,47.22,5.0
2026-09-08,9788817196611,20.9,19.86,5.0,,0.0,19.86,5.0
2026-09-08,9788820083755,17.9,17.0,5.0,,0.0,17.0,5.0
2026-09-08,9788820084776,17.9,17.0,5.0,,0.0,17.0,5.0
2026-09-08,9788820086626,21.0,19.95,5.0,19.95,0.0,19.95,5.0
2026-09-08,9788822762405,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-08,9788822773876,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822773913,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822773920,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822775139,3.9,3.7,5.0,,0.0,3.7,5.0
2026-09-08,9788822776938,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822776952,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822780171,10.0,9.5,5.0,,0.0,9.5,5.0
2026-09-08,9788822780188,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822780195,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822780300,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822781253,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822781833,9.9,9.4,5.0,,0.0,9.4,5.0
2026-09-08,9788822783387,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-08,9788822783790,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-08,9788822783813,10.0,9.5,5.0,,0.0,9.5,5.0
