snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-13,9791281656383,20.0,19.0,5.0,,0.0,19.0,5.0
2026-09-13,9791259678522,19.5,18.52,5.0,,0.0,18.52,5.0
2026-09-13,9791259679215,30.0,28.5,5.0,,0.0,28.5,5.0
2026-09-13,9791280495600,16.0,15.2,5.0,,0.0,15.2,5.0
2026-09-13,9791281493049,13.0,12.35,5.0,,0.0,12.35,5.0
2026-09-13,9788804729044,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-13,9788804776895,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-13,9788804779254,12.5,11.88,5.0,,0.0,11.88,5.0
2026-09-13,9788804790761,16.5,15.68,5.0,,0.0,15.68,5.0
2026-09-13,9788804796749,11.5,10.92,5.0,10.92,0.0,10.92,5.0
2026-09-13,9788804801696,16.0,15.2,5.0,,0.0,15.2,5.0
2026-09-13,9788804806448,15.0,14.25,5.0,,0.0,14.25,5.0
2026-09-13,9788804806455,15.0,14.25,5.0,14.25,0.0,14.25,5.0
2026-09-13,9788804807131,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-13,9788804807278,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-13,9788804817185,25.0,23.75,5.0,23.75,0.0,23.75,5.0
2026-09-13,9788806216467,15.0,14.25,5.0,14.25,0.0,14.25,5.0
2026-09-13,9788806235734,12.0,11.4,5.0,,0.0,11.4,5.0
2026-09-13,9788806244583,14.0,13.3,5.0,13.3,0.0,13.3,5.0
2026-09-13,9788806256340,22.5,21.38,5.0,21.38,0.0,21.38,5.0
2026-09-13,9788806271305,17.5,16.62,5.0,16.62,0.0,16.62,5.0
2026-09-13,9788806273361,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-13,9788806274825,13.0,12.35,5.0,,0.0,12.35,5.0
2026-09-13,9788807037191,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-13,9788807037351,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-13,9788807175619,22.0,20.9,5.0,,0.0,20.9,5.0
2026-09-13,9788807900341,9.5,9.02,5.0,,0.0,9.02,5.0
2026-09-13,9788807900525,8.5,8.08,5.0,,0.0,8.08,5.0
2026-09-13,9788807901874,9.0,8.55,5.0,8.55,0.0,8.55,5.0
2026-09-13,9788807970054,15.0,14.25,5.0,,0.0,14.25,5.0
2026-09-13,9788807970160,19.0,18.05,5.0,,0.0,18.05,5.0
2026-09-13,9788811016496,19.0,18.05,5.0,,0.0,18.05,5.0
2026-09-13,9788817174459,27.0,25.65,5.0,25.65,0.0,25.65,5.0
2026-09-13,9788817183499,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-13,9788817188708,18.5,17.58,5.0,17.58,0.0,17.58,5.0
2026-09-13,9788817190602,13.5,12.82,5.0,,0.0,12.82,5.0
2026-09-13,9788817196611,20.9,19.86,5.0,19.86,0.0,19.86,5.0
2026-09-13,9788817201254,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-13,9788817203364,15.9,15.1,5.0,,0.0,15.1,5.0
2026-09-13,9788820084776,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-13,9788820086626,21.0,19.95,5.0,19.95,0.0,19.95,5.0
2026-09-13,9788822667915,5.9,5.6,5.0,,0.0,5.6,5.0
2026-09-13,9788822773630,3.9,3.7,5.0,,0.0,3.7,5.0
2026-09-13,9788822783387,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822783967,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822783974,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822786333,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822787149,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822788252,3.9,3.7,5.0,,0.0,3.7,5.0
2026-09-13,9788822788276,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822788283,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822788290,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822788351,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822793805,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-13,9788822795380,12.9,12.26,5.0,,0.0,12.26,5.0
2026-09-13,9788822796585,29.9,28.4,5.0,28.4,0.0,28.4,5.0
2026-09-13,9788823536104,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-13,9788826610931,2.9,2.76,5.0,,0.0,2.76,5.0
2026-09-13,9788829608935,14.5,13.78,5.0,13.78,0.0,13.78,5.0
2026-09-13,9788829608959,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-13,9788829790135,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-13,9788830154285,17.0,16.15,5.0,,0.0,16.15,5.0
2026-09-13,9788831028882,16.9,16.06,5.0,16.06,0.0,16.06,5.0
2026-09-13,9788831030304,54.9,52.16,5.0,,0.0,52.16,5.0
