snapshot_date,isbn_code,discount_difference_1,discount_difference_2,discount,rank,rank_difference
2026-09-19,9788817201117,,,5.0,32,69
2026-09-19,9788874668557,,,5.0,41,60
2026-09-19,9788804807278,0.0,0.0,5.0,11,58
2026-09-19,9791223286869,0.0,0.0,5.0,45,55
2026-09-19,9788804745549,,,5.0,49,52
2026-09-19,9791221109894,0.0,,5.0,10,50
2026-09-19,9788806235932,,,5.0,52,49
2026-09-19,9788806262877,0.0,0.0,5.0,53,44
2026-09-19,9788806256340,0.0,0.0,5.0,30,43
2026-09-19,9791255721741,0.0,0.0,5.0,8,43
2026-09-19,9788808064851,,,5.0,59,42
2026-09-19,9788806244583,0.0,0.0,5.0,29,42
2026-09-19,9788804819967,0.0,0.0,5.0,28,40
2026-09-19,9788820077723,,,5.0,61,40
2026-09-19,9788823536708,,,20.0,64,37
2026-09-19,9791223209790,0.0,0.0,5.0,26,36
2026-09-19,9788829794478,,,5.0,66,35
2026-09-19,9788891846457,0.0,0.0,5.0,43,34
2026-09-19,9788879821605,0.0,,5.0,42,34
2026-09-19,9788804732495,0.0,,5.0,48,33
2026-09-19,9788807900310,0.0,,5.0,57,32
2026-09-19,9791259578839,0.0,0.0,5.0,17,28
2026-09-19,9791221115741,0.0,0.0,5.0,15,28
2026-09-19,9788858350218,,,5.0,74,27
2026-09-19,9788845277634,0.0,0.0,5.0,14,25
2026-09-19,9788891291073,,,5.0,76,25
2026-09-19,9791221115215,,,5.0,77,24
2026-09-19,9791221934892,0.0,0.0,5.0,16,24
2026-09-19,9788863114096,0.0,0.0,50.0,40,23
2026-09-19,9788807092176,0.0,0.0,5.0,55,22
2026-09-19,9791221958423,,,5.0,79,22
2026-09-19,9788807037351,0.0,0.0,5.0,12,22
2026-09-19,9788828219316,0.0,0.0,5.0,34,21
2026-09-19,9791257661700,,,5.0,81,20
2026-09-19,9788807175732,0.0,,5.0,56,19
2026-09-19,9788804817680,0.0,0.0,5.0,51,19
2026-09-19,9791280772619,,,5.0,82,19
2026-09-19,9788834845783,0.0,0.0,5.0,69,19
2026-09-19,9788820075453,0.0,,5.0,21,19
2026-09-19,9788813389192,0.0,,5.0,60,18
2026-09-19,9791281729193,,,5.0,83,18
2026-09-19,9791257910594,0.0,,5.0,27,17
2026-09-19,9788845926983,0.0,0.0,5.0,25,16
2026-09-19,9788836232635,0.0,0.0,5.0,22,16
2026-09-19,9788845925023,0.0,0.0,5.0,24,16
2026-09-19,9788804801832,0.0,0.0,5.0,50,15
2026-09-19,2000000165059,,,,87,14
2026-09-19,9788800746427,,,5.0,88,13
2026-09-19,9788829608959,0.0,0.0,5.0,6,13
2026-09-19,9788807900815,0.0,0.0,5.0,20,13
2026-09-19,9788800749411,,,5.0,89,12
2026-09-19,9788804745440,,,5.0,90,11
2026-09-19,9788804779889,,,5.0,92,9
2026-09-19,9791224206385,0.0,0.0,5.0,7,7
2026-09-19,9791256240357,0.0,0.0,5.0,9,6
2026-09-19,9788806218188,,,5.0,97,4
2026-09-19,9788804773184,0.0,0.0,5.0,91,3
2026-09-19,9788891847560,0.0,0.0,5.0,2,3
2026-09-19,9788806245702,,,5.0,98,3
2026-09-19,9788804817185,0.0,0.0,5.0,3,3
2026-09-19,9788804807124,0.0,0.0,5.0,95,2
2026-09-19,9791221957266,0.0,0.0,5.0,44,2
2026-09-19,9788864201870,0.0,,5.0,75,1
2026-09-19,9788838949968,0.0,0.0,5.0,23,1
2026-09-19,9788820086626,0.0,0.0,5.0,1,1
2026-09-19,9791259856265,0.0,0.0,5.0,5,-1
2026-09-19,9788804776895,0.0,0.0,5.0,18,-2
2026-09-19,2000000163253,,,,85,-2
2026-09-19,9788820084745,0.0,0.0,5.0,62,-2
2026-09-19,9791221952919,0.0,0.0,5.0,4,-3
2026-09-19,9788807901874,0.0,0.0,5.0,58,-7
2026-09-19,9788829790135,0.0,0.0,5.0,13,-10
2026-09-19,9788806225186,0.0,0.0,5.0,19,-11
2026-09-19,9788826610931,0.0,0.0,5.0,65,-11
2026-09-19,9788815397225,0.0,0.0,5.0,31,-13
2026-09-19,9788828869269,0.0,0.0,5.0,36,-13
2026-09-19,9788858059661,0.0,0.0,5.0,73,-14
2026-09-19,2000000163499,,,,47,-16
2026-09-19,9791259576521,0.0,0.0,5.0,46,-16
2026-09-19,9791224205074,0.0,0.0,5.0,80,-17
2026-09-19,9788838950353,0.0,0.0,5.0,38,-18
2026-09-19,2000000163093,,,,84,-21
2026-09-19,9788828220138,0.0,0.0,5.0,35,-23
2026-09-19,9788822783387,0.0,0.0,5.0,33,-24
2026-09-19,9788850241910,0.0,0.0,5.0,39,-29
2026-09-19,9788829608492,0.0,0.0,5.0,37,-30
2026-09-19,9788804813163,0.0,0.0,5.0,96,-30
2026-09-19,9788806270995,0.0,0.0,5.0,99,-30
2026-09-19,9791221904673,0.0,0.0,5.0,78,-33
2026-09-19,9788807037191,0.0,0.0,5.0,54,-37
2026-09-19,9788858045473,0.0,0.0,5.0,72,-37
2026-09-19,9788830906471,0.0,0.0,5.0,68,-38
2026-09-19,9788804783145,0.0,,5.0,93,-38
2026-09-19,9788822787149,0.0,0.0,5.0,63,-41
2026-09-19,9788804796749,0.0,0.0,5.0,94,-46
2026-09-19,9788845923326,0.0,0.0,5.0,71,-46
2026-09-19,9788830465015,0.0,0.0,5.0,67,-54
2026-09-19,9788836232581,0.0,0.0,5.0,70,-56
2026-09-19,2000000163475,,,,86,-68
2026-09-19,9788806273361,0.0,0.0,5.0,100,-82
