snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-19,9788823536708,19.0,15.2,20.0,,0.0,15.2,20.0
2026-09-19,9788826610931,2.9,2.76,5.0,2.76,0.0,2.76,5.0
2026-09-19,9788828219316,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-19,9788828220138,18.9,17.96,5.0,17.96,0.0,17.96,5.0
2026-09-19,9788828869269,72.0,68.4,5.0,68.4,0.0,68.4,5.0
2026-09-19,9788829608492,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-19,9788829608959,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-19,9788829790135,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-19,9788829794478,23.0,21.85,5.0,,0.0,21.85,5.0
2026-09-19,9788830465015,16.5,15.68,5.0,15.68,0.0,15.68,5.0
2026-09-19,9788830906471,17.5,16.62,5.0,16.62,0.0,16.62,5.0
2026-09-19,9788834845783,34.0,32.3,5.0,32.3,0.0,32.3,5.0
2026-09-19,9788836232581,65.0,61.75,5.0,61.75,0.0,61.75,5.0
2026-09-19,9788836232635,59.0,56.05,5.0,56.05,0.0,56.05,5.0
2026-09-19,9788838949968,28.0,26.6,5.0,26.6,0.0,26.6,5.0
2026-09-19,9788838950353,16.0,15.2,5.0,15.2,0.0,15.2,5.0
2026-09-19,9788845277634,14.0,13.3,5.0,13.3,0.0,13.3,5.0
2026-09-19,9788845923326,7.0,6.65,5.0,6.65,0.0,6.65,5.0
2026-09-19,9788845925023,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-19,9788845926983,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-19,9788850241910,12.0,11.4,5.0,11.4,0.0,11.4,5.0
2026-09-19,9788858045473,12.9,12.26,5.0,12.26,0.0,12.26,5.0
2026-09-19,9788858059661,20.0,19.0,5.0,19.0,0.0,19.0,5.0
2026-09-19,9788858350218,123.0,116.85,5.0,,0.0,116.85,5.0
2026-09-19,9788863114096,14.0,7.0,50.0,7.0,0.0,7.0,50.0
2026-09-19,9788864201870,5.9,5.6,5.0,5.6,0.0,5.6,5.0
2026-09-19,9788874668557,28.0,26.6,5.0,,0.0,26.6,5.0
2026-09-19,9788879821605,34.0,32.3,5.0,32.3,0.0,32.3,5.0
2026-09-19,9788891291073,5.9,5.6,5.0,,0.0,5.6,5.0
2026-09-19,9788891846457,29.9,28.4,5.0,28.4,0.0,28.4,5.0
2026-09-19,9788891847560,24.9,23.66,5.0,23.66,0.0,23.66,5.0
2026-09-19,9791221109894,39.0,37.05,5.0,37.05,0.0,37.05,5.0
2026-09-19,9791221115215,26.0,24.7,5.0,,0.0,24.7,5.0
2026-09-19,9791221115741,43.0,40.85,5.0,40.85,0.0,40.85,5.0
2026-09-19,9791221904673,5.5,5.22,5.0,5.22,0.0,5.22,5.0
2026-09-19,9791221934892,9.9,9.4,5.0,9.4,0.0,9.4,5.0
2026-09-19,9791221952919,19.9,18.9,5.0,18.9,0.0,18.9,5.0
2026-09-19,9791221957266,5.9,5.6,5.0,5.6,0.0,5.6,5.0
2026-09-19,9791221958423,19.9,18.9,5.0,,0.0,18.9,5.0
2026-09-19,9791223209790,24.9,23.66,5.0,23.66,0.0,23.66,5.0
2026-09-19,9791223286869,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-19,9791224205074,12.9,12.26,5.0,12.26,0.0,12.26,5.0
2026-09-19,9791224206385,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-19,9791255721741,52.6,49.97,5.0,49.97,0.0,49.97,5.0
2026-09-19,9791256240357,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-19,9791257661700,134.0,127.3,5.0,,0.0,127.3,5.0
2026-09-19,2000000163253,,,,,,,
2026-09-19,2000000163475,,,,,,,
2026-09-19,2000000163499,,,,,,,
2026-09-19,2000000165059,,,,,,,
2026-09-19,2000000163093,,,,,,,
