snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-11,9791282576000,20.0,19.0,5.0,,0.0,19.0,5.0
2026-09-11,9791224208358,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9791224208396,8.0,7.6,5.0,7.6,0.0,7.6,5.0
2026-09-11,9791224330226,40.0,38.0,5.0,38.0,0.0,38.0,5.0
2026-09-11,9791255721741,52.6,49.97,5.0,49.97,0.0,49.97,5.0
2026-09-11,9791259576521,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-11,9791259577146,16.9,16.06,5.0,,0.0,16.06,5.0
2026-09-11,9791259578839,14.9,14.16,5.0,14.16,0.0,14.16,5.0
2026-09-11,9791259678829,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-11,9791259856265,19.5,18.52,5.0,,0.0,18.52,5.0
2026-09-11,9788804729044,19.0,18.05,5.0,,0.0,18.05,5.0
2026-09-11,9788804750482,15.5,14.72,5.0,,0.0,14.72,5.0
2026-09-11,9788804776895,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-11,9788804783145,14.5,13.78,5.0,,0.0,13.78,5.0
2026-09-11,9788804789871,12.0,11.4,5.0,,0.0,11.4,5.0
2026-09-11,9788804819967,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-11,9788804820246,23.0,21.85,5.0,,0.0,21.85,5.0
2026-09-11,9788806219178,13.0,12.35,5.0,,0.0,12.35,5.0
2026-09-11,9788806225186,16.0,15.2,5.0,15.2,0.0,15.2,5.0
2026-09-11,9788806256340,22.5,21.38,5.0,21.38,0.0,21.38,5.0
2026-09-11,9788806266448,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-11,9788806273361,13.0,12.35,5.0,,0.0,12.35,5.0
2026-09-11,9788806274504,12.0,11.4,5.0,11.4,0.0,11.4,5.0
2026-09-11,9788807970078,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-11,9788817174459,27.0,25.65,5.0,,0.0,25.65,5.0
2026-09-11,9788817201254,22.0,20.9,5.0,,0.0,20.9,5.0
2026-09-11,9788820083755,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-11,9788820084745,18.9,17.96,5.0,17.96,0.0,17.96,5.0
2026-09-11,9788820086626,21.0,19.95,5.0,19.95,0.0,19.95,5.0
2026-09-11,9788820086701,17.9,17.0,5.0,,0.0,17.0,5.0
2026-09-11,9788822773876,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822773913,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822773920,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822776938,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822780195,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822780300,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822781253,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822781277,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822783790,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822783967,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-11,9788822783974,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-11,9788822784919,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822784926,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822786432,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822787781,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822788283,3.9,3.7,5.0,3.7,0.0,3.7,5.0
2026-09-11,9788822793669,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822794338,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822796028,10.0,9.5,5.0,9.5,0.0,9.5,5.0
2026-09-11,9788822796585,29.9,28.4,5.0,28.4,0.0,28.4,5.0
2026-09-11,9788823536104,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-11,9788829608935,14.5,13.78,5.0,13.78,0.0,13.78,5.0
2026-09-11,9788829705320,14.0,13.3,5.0,13.3,0.0,13.3,5.0
2026-09-11,9788829790135,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-11,9788830155039,16.0,15.2,5.0,15.2,0.0,15.2,5.0
2026-09-11,9788831743006,13.0,12.35,5.0,12.35,0.0,12.35,5.0
2026-09-11,9788834946886,6.5,6.18,5.0,,0.0,6.18,5.0
2026-09-11,9788836232567,58.0,55.1,5.0,55.1,0.0,55.1,5.0
2026-09-11,9788836232598,51.0,48.45,5.0,48.45,0.0,48.45,5.0
2026-09-11,9788836232604,52.0,49.4,5.0,49.4,0.0,49.4,5.0
2026-09-11,9788836232635,59.0,56.05,5.0,56.05,0.0,56.05,5.0
