snapshot_date,isbn_code,full_price,current_price,current_discount,yesterday_price,price_difference,lowest_price,highest_discount
2026-09-09,9788885345362,26.75,26.75,,100.0,-73.25,26.75,50.0
2026-09-09,9788881586387,5.0,4.0,20.0,31.0,-27.0,4.0,50.0
2026-09-09,9788800500876,14.5,13.78,5.0,13.78,0.0,13.78,5.0
2026-09-09,9788804776895,19.5,18.52,5.0,18.52,0.0,18.52,5.0
2026-09-09,9788804798675,18.5,17.58,5.0,17.58,0.0,17.58,5.0
2026-09-09,9788804806455,15.0,14.25,5.0,,0.0,14.25,5.0
2026-09-09,9788804807117,15.0,14.25,5.0,14.25,0.0,14.25,5.0
2026-09-09,9788804807124,17.0,16.15,5.0,16.15,0.0,16.15,5.0
2026-09-09,9788804807131,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-09,9788804807148,18.0,17.1,5.0,,0.0,17.1,5.0
2026-09-09,9788804807278,22.0,20.9,5.0,20.9,0.0,20.9,5.0
2026-09-09,9788804813163,19.5,18.52,5.0,,0.0,18.52,5.0
2026-09-09,9788806256340,22.5,21.38,5.0,21.38,0.0,21.38,5.0
2026-09-09,9788806271978,17.5,16.62,5.0,16.62,0.0,16.62,5.0
2026-09-09,9788807037191,19.0,18.05,5.0,18.05,0.0,18.05,5.0
2026-09-09,9788807037351,18.0,17.1,5.0,17.1,0.0,17.1,5.0
2026-09-09,9788807898723,10.0,9.5,5.0,,0.0,9.5,5.0
2026-09-09,9788807901874,9.0,8.55,5.0,8.55,0.0,8.55,5.0
2026-09-09,9788808599049,49.7,47.22,5.0,47.22,0.0,47.22,5.0
2026-09-09,9788817188708,18.5,17.58,5.0,,0.0,17.58,5.0
2026-09-09,9788817196604,20.9,19.86,5.0,,0.0,19.86,5.0
2026-09-09,9788817196611,20.9,19.86,5.0,19.86,0.0,19.86,5.0
2026-09-09,9788820082758,19.9,18.9,5.0,,0.0,18.9,5.0
2026-09-09,9788820083755,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-09,9788820084745,18.9,17.96,5.0,,0.0,17.96,5.0
2026-09-09,9788820084776,17.9,17.0,5.0,17.0,0.0,17.0,5.0
2026-09-09,9788820086626,21.0,19.95,5.0,19.95,0.0,19.95,5.0
